# COLUMN NUMBERS: 
#	0: time [Gyr]
#	1: mgas [Msun]			ISM gas mass
#	2: mstar [Msun]			Stellar mass
#	3: sfr [Msun/yr]		Star formation rate
#	4: ifr [Msun/yr]		Infall rate
#	5: ofr [Msun/yr]		Outfow rate
#	6: eta_0			Mass-loading factor
#	7: r_eff			Effective recycilng rate
#	8: z_in(fe)			Inflow fe metallicity
#	9: z_in(o)			Inflow o metallicity
#	10: z_in(mg)			Inflow mg metallicity
#	11: z_out(fe)			Outflow fe metallicity
#	12: z_out(o)			Outflow o metallicity
#	13: z_out(mg)			Outflow mg metallicity
#	14: mass(fe) [Msun]		mass of element fe in ISM
#	15: mass(o) [Msun]		mass of element o in ISM
#	16: mass(mg) [Msun]		mass of element mg in ISM
0.000000e+00	1.000000e-12	0.000000e+00	0.000000e+00	nan	0.000000e+00	2.150000e+00	-nan	0.000000e+00	0.000000e+00	0.000000e+00	-nan	-nan	-nan	0.000000e+00	0.000000e+00	0.000000e+00	
5.500000e-02	6.640344e+08	7.361830e+06	3.320172e-01	1.288478e+01	7.138370e-01	2.150000e+00	1.500878e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.057420e-05	2.187979e-04	7.249549e-06	1.366198e+04	1.452893e+05	4.813950e+03	
6.000000e-02	7.232595e+08	8.772757e+06	3.616297e-01	1.293431e+01	7.775039e-01	2.150000e+00	1.548887e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.225616e-05	2.365691e-04	7.838401e-06	1.609698e+04	1.711008e+05	5.669198e+03	
6.500000e-02	7.822966e+08	1.030084e+07	3.911483e-01	1.298353e+01	8.409688e-01	2.150000e+00	1.592830e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.393745e-05	2.542715e-04	8.424973e-06	1.872618e+04	1.989157e+05	6.590827e+03	
7.000000e-02	8.411463e+08	1.194507e+07	4.205731e-01	1.303244e+01	9.042323e-01	2.150000e+00	1.633337e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.561861e-05	2.719056e-04	9.009289e-06	2.154900e+04	2.287124e+05	7.578130e+03	
7.500000e-02	8.998091e+08	1.370447e+07	4.499046e-01	1.308108e+01	9.672948e-01	2.150000e+00	1.670902e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.730005e-05	2.894716e-04	9.591382e-06	2.456483e+04	2.604692e+05	8.630414e+03	
8.000000e-02	9.582857e+08	1.557812e+07	4.791428e-01	1.312943e+01	1.030157e+00	2.150000e+00	1.705920e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.898204e-05	3.069702e-04	1.017128e-05	2.777308e+04	2.941651e+05	9.746995e+03	
8.500000e-02	1.016576e+09	1.756514e+07	5.082882e-01	1.317752e+01	1.092820e+00	2.150000e+00	1.738713e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.066484e-05	3.244016e-04	1.074902e-05	3.117315e+04	3.297790e+05	1.092720e+04	
9.000000e-02	1.074682e+09	1.966470e+07	5.373410e-01	1.322535e+01	1.155283e+00	2.150000e+00	1.769543e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.234861e-05	3.417662e-04	1.132463e-05	3.476446e+04	3.672900e+05	1.217038e+04	
9.500000e-02	1.132603e+09	2.187598e+07	5.663014e-01	1.327292e+01	1.217548e+00	2.150000e+00	1.798631e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.403350e-05	3.590645e-04	1.189811e-05	3.854643e+04	4.066774e+05	1.347583e+04	
1.000000e-01	1.190339e+09	2.419820e+07	5.951696e-01	1.332024e+01	1.279615e+00	2.150000e+00	1.826162e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.571963e-05	3.762968e-04	1.246947e-05	4.251847e+04	4.479209e+05	1.484290e+04	
1.050000e-01	1.247892e+09	2.663061e+07	6.239461e-01	1.336733e+01	1.341484e+00	2.150000e+00	1.852293e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.740708e-05	3.934634e-04	1.303872e-05	4.668001e+04	4.909999e+05	1.627092e+04	
1.100000e-01	1.305262e+09	2.917248e+07	6.526310e-01	1.341417e+01	1.403157e+00	2.150000e+00	1.877159e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.909595e-05	4.105648e-04	1.360588e-05	5.103046e+04	5.358946e+05	1.775923e+04	
1.150000e-01	1.362449e+09	3.182309e+07	6.812246e-01	1.346078e+01	1.464633e+00	2.150000e+00	1.900876e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.078630e-05	4.276011e-04	1.417094e-05	5.556925e+04	5.825848e+05	1.930718e+04	
1.200000e-01	1.419454e+09	3.458175e+07	7.097271e-01	1.350716e+01	1.525913e+00	2.150000e+00	1.923545e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.247817e-05	4.445729e-04	1.473393e-05	6.029582e+04	6.310509e+05	2.091413e+04	
1.250000e-01	1.476278e+09	3.744779e+07	7.381389e-01	1.355332e+01	1.586999e+00	2.150000e+00	1.945255e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.417163e-05	4.614804e-04	1.529484e-05	6.520959e+04	6.812732e+05	2.257944e+04	
1.300000e-01	1.532920e+09	4.042055e+07	7.664601e-01	1.359925e+01	1.647889e+00	2.150000e+00	1.966082e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.586671e-05	4.783240e-04	1.585371e-05	7.031000e+04	7.332324e+05	2.430247e+04	
1.350000e-01	1.589382e+09	4.349938e+07	7.946910e-01	1.364497e+01	1.708586e+00	2.150000e+00	1.986096e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.756344e-05	4.951039e-04	1.641053e-05	7.559648e+04	7.869093e+05	2.608260e+04	
1.400000e-01	1.645664e+09	4.668367e+07	8.228320e-01	1.369047e+01	1.769089e+00	2.150000e+00	2.005358e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.926186e-05	5.118206e-04	1.696531e-05	8.106847e+04	8.422847e+05	2.791920e+04	
1.450000e-01	1.701766e+09	4.997280e+07	8.508832e-01	1.373576e+01	1.829399e+00	2.150000e+00	2.023921e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.096200e-05	5.284743e-04	1.751807e-05	8.672542e+04	8.993398e+05	2.981166e+04	
1.500000e-01	1.757690e+09	5.336615e+07	8.788449e-01	1.378084e+01	1.889517e+00	2.150000e+00	2.041835e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.266387e-05	5.450654e-04	1.806881e-05	9.256675e+04	9.580559e+05	3.175936e+04	
1.550000e-01	1.813435e+09	5.686315e+07	9.067174e-01	1.382571e+01	1.949442e+00	2.150000e+00	2.059144e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.436751e-05	5.615941e-04	1.861754e-05	9.859193e+04	1.018414e+06	3.376170e+04	
1.600000e-01	1.869002e+09	6.046321e+07	9.345009e-01	1.387037e+01	2.009177e+00	2.150000e+00	2.075886e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.607292e-05	5.780608e-04	1.916428e-05	1.048004e+05	1.080397e+06	3.581808e+04	
1.650000e-01	1.924391e+09	6.416575e+07	9.621957e-01	1.391484e+01	2.068721e+00	2.150000e+00	2.092098e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.778013e-05	5.944657e-04	1.970903e-05	1.111916e+05	1.143985e+06	3.792790e+04	
1.700000e-01	1.979604e+09	6.797023e+07	9.898020e-01	1.395910e+01	2.128074e+00	2.150000e+00	2.107813e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.948916e-05	6.108092e-04	2.025181e-05	1.177650e+05	1.209160e+06	4.009056e+04	
1.750000e-01	2.034640e+09	7.187608e+07	1.017320e+00	1.400317e+01	2.187238e+00	2.150000e+00	2.123060e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.120001e-05	6.270916e-04	2.079261e-05	1.245200e+05	1.275906e+06	4.230549e+04	
1.800000e-01	2.089500e+09	7.588276e+07	1.044750e+00	1.404703e+01	2.246213e+00	2.150000e+00	2.137866e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.291270e-05	6.433131e-04	2.133146e-05	1.314561e+05	1.344203e+06	4.457209e+04	
1.850000e-01	2.144185e+09	7.998975e+07	1.072093e+00	1.409071e+01	2.304999e+00	2.150000e+00	2.152256e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.462725e-05	6.594740e-04	2.186835e-05	1.385728e+05	1.414035e+06	4.688980e+04	
1.900000e-01	2.198695e+09	8.419650e+07	1.099348e+00	1.413419e+01	2.363597e+00	2.150000e+00	2.166252e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.634366e-05	6.755747e-04	2.240330e-05	1.458695e+05	1.485383e+06	4.925803e+04	
1.950000e-01	2.253031e+09	8.850251e+07	1.126515e+00	1.417748e+01	2.422008e+00	2.150000e+00	2.179877e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.806194e-05	6.916153e-04	2.293630e-05	1.533456e+05	1.558231e+06	5.167620e+04	
2.000000e-01	2.307192e+09	9.290725e+07	1.153596e+00	1.422058e+01	2.480232e+00	2.150000e+00	2.193148e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.978210e-05	7.075961e-04	2.346737e-05	1.610007e+05	1.632560e+06	5.414374e+04	
2.050000e-01	2.361181e+09	9.741023e+07	1.180590e+00	1.426350e+01	2.538269e+00	2.150000e+00	2.206084e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.150416e-05	7.235173e-04	2.399651e-05	1.688342e+05	1.708355e+06	5.666008e+04	
2.100000e-01	2.414996e+09	1.020109e+08	1.207498e+00	1.430622e+01	2.596121e+00	2.150000e+00	2.218702e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.322812e-05	7.393792e-04	2.452371e-05	1.768456e+05	1.785598e+06	5.922467e+04	
2.150000e-01	2.468639e+09	1.067089e+08	1.234319e+00	1.434877e+01	2.653787e+00	2.150000e+00	2.231017e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.495397e-05	7.551821e-04	2.504900e-05	1.850343e+05	1.864272e+06	6.183694e+04	
2.200000e-01	2.522110e+09	1.115036e+08	1.261055e+00	1.439113e+01	2.711268e+00	2.150000e+00	2.243043e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.668169e-05	7.709261e-04	2.557238e-05	1.933996e+05	1.944360e+06	6.449634e+04	
2.250000e-01	2.575409e+09	1.163946e+08	1.287705e+00	1.443331e+01	2.768565e+00	2.150000e+00	2.254793e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.841124e-05	7.866116e-04	2.609385e-05	2.019410e+05	2.025847e+06	6.720234e+04	
2.300000e-01	2.628538e+09	1.213813e+08	1.314269e+00	1.447530e+01	2.825678e+00	2.150000e+00	2.266281e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.014259e-05	8.022388e-04	2.661343e-05	2.106578e+05	2.108715e+06	6.995440e+04	
2.350000e-01	2.681496e+09	1.264634e+08	1.340748e+00	1.451712e+01	2.882608e+00	2.150000e+00	2.277517e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.187567e-05	8.178080e-04	2.713112e-05	2.195493e+05	2.192949e+06	7.275197e+04	
2.400000e-01	2.734284e+09	1.316404e+08	1.367142e+00	1.455876e+01	2.939355e+00	2.150000e+00	2.288512e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.361043e-05	8.333194e-04	2.764692e-05	2.286147e+05	2.278532e+06	7.559454e+04	
2.450000e-01	2.786902e+09	1.369117e+08	1.393451e+00	1.460023e+01	2.995920e+00	2.150000e+00	2.299277e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.534681e-05	8.487732e-04	2.816086e-05	2.378532e+05	2.365448e+06	7.848157e+04	
2.500000e-01	2.839352e+09	1.422770e+08	1.419676e+00	1.464152e+01	3.052304e+00	2.150000e+00	2.309821e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.708474e-05	8.641698e-04	2.867293e-05	2.472642e+05	2.453682e+06	8.141255e+04	
2.550000e-01	2.891633e+09	1.477358e+08	1.445817e+00	1.468263e+01	3.108506e+00	2.150000e+00	2.320153e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.882414e-05	8.795094e-04	2.918315e-05	2.568468e+05	2.543219e+06	8.438696e+04	
2.600000e-01	2.943746e+09	1.532876e+08	1.471873e+00	1.472358e+01	3.164527e+00	2.150000e+00	2.330281e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.056494e-05	8.947923e-04	2.969152e-05	2.666002e+05	2.634041e+06	8.740429e+04	
2.650000e-01	2.995692e+09	1.589321e+08	1.497846e+00	1.476435e+01	3.220369e+00	2.150000e+00	2.340214e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.230706e-05	9.100186e-04	3.019805e-05	2.765235e+05	2.726135e+06	9.046404e+04	
2.700000e-01	3.047471e+09	1.646686e+08	1.523735e+00	1.480494e+01	3.276031e+00	2.150000e+00	2.349958e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.405043e-05	9.251887e-04	3.070274e-05	2.866159e+05	2.819485e+06	9.356571e+04	
2.750000e-01	3.099082e+09	1.704970e+08	1.549541e+00	1.484537e+01	3.331514e+00	2.150000e+00	2.359522e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.579496e-05	9.403027e-04	3.120562e-05	2.968765e+05	2.914076e+06	9.670879e+04	
2.800000e-01	3.150528e+09	1.764166e+08	1.575264e+00	1.488563e+01	3.386818e+00	2.150000e+00	2.368912e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.754058e-05	9.553610e-04	3.170668e-05	3.073044e+05	3.009892e+06	9.989280e+04	
2.850000e-01	3.201809e+09	1.824271e+08	1.600904e+00	1.492573e+01	3.441944e+00	2.150000e+00	2.378133e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.928720e-05	9.703639e-04	3.220594e-05	3.178986e+05	3.106919e+06	1.031172e+05	
2.900000e-01	3.252924e+09	1.885280e+08	1.626462e+00	1.496565e+01	3.496893e+00	2.150000e+00	2.387192e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.010347e-04	9.853114e-04	3.270339e-05	3.286583e+05	3.205143e+06	1.063816e+05	
2.950000e-01	3.303874e+09	1.947190e+08	1.651937e+00	1.500541e+01	3.551665e+00	2.150000e+00	2.396095e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.027831e-04	1.000204e-03	3.319906e-05	3.395825e+05	3.304548e+06	1.096855e+05	
3.000000e-01	3.354660e+09	2.009996e+08	1.677330e+00	1.504501e+01	3.606260e+00	2.150000e+00	2.404847e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.045323e-04	1.015042e-03	3.369294e-05	3.506702e+05	3.405120e+06	1.130284e+05	
3.050000e-01	3.405283e+09	2.073694e+08	1.702641e+00	1.508444e+01	3.660679e+00	2.150000e+00	2.413453e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.062821e-04	1.029825e-03	3.418505e-05	3.619205e+05	3.506845e+06	1.164098e+05	
3.100000e-01	3.455742e+09	2.138279e+08	1.727871e+00	1.512371e+01	3.714923e+00	2.150000e+00	2.421918e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.080325e-04	1.044554e-03	3.467539e-05	3.733324e+05	3.609708e+06	1.198292e+05	
3.150000e-01	3.506038e+09	2.203749e+08	1.753019e+00	1.516282e+01	3.768991e+00	2.150000e+00	2.430247e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.097834e-04	1.059229e-03	3.516396e-05	3.849050e+05	3.713696e+06	1.232862e+05	
3.200000e-01	3.556172e+09	2.270099e+08	1.778086e+00	1.520176e+01	3.822885e+00	2.150000e+00	2.438444e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.115348e-04	1.073850e-03	3.565079e-05	3.966371e+05	3.818794e+06	1.267804e+05	
3.250000e-01	3.606145e+09	2.337324e+08	1.803072e+00	1.524055e+01	3.876605e+00	2.150000e+00	2.446513e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.132866e-04	1.088417e-03	3.613587e-05	4.085278e+05	3.924989e+06	1.303112e+05	
3.300000e-01	3.655955e+09	2.405422e+08	1.827978e+00	1.527917e+01	3.930152e+00	2.150000e+00	2.454458e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.150386e-04	1.102931e-03	3.661921e-05	4.205761e+05	4.032267e+06	1.338782e+05	
3.350000e-01	3.705605e+09	2.474387e+08	1.852803e+00	1.531764e+01	3.983526e+00	2.150000e+00	2.462283e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.167909e-04	1.117392e-03	3.710082e-05	4.327810e+05	4.140614e+06	1.374810e+05	
3.400000e-01	3.755095e+09	2.544217e+08	1.877547e+00	1.535595e+01	4.036727e+00	2.150000e+00	2.469991e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.185433e-04	1.131800e-03	3.758071e-05	4.451414e+05	4.250016e+06	1.411191e+05	
3.450000e-01	3.804424e+09	2.614906e+08	1.902212e+00	1.539410e+01	4.089756e+00	2.150000e+00	2.477587e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.202958e-04	1.146155e-03	3.805888e-05	4.576562e+05	4.360461e+06	1.447921e+05	
3.500000e-01	3.853594e+09	2.686452e+08	1.926797e+00	1.543209e+01	4.142614e+00	2.150000e+00	2.485073e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.220483e-04	1.160458e-03	3.853535e-05	4.703246e+05	4.471935e+06	1.484996e+05	
3.550000e-01	3.902605e+09	2.758851e+08	1.951302e+00	1.546993e+01	4.195300e+00	2.150000e+00	2.492453e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.238007e-04	1.174709e-03	3.901013e-05	4.831452e+05	4.584425e+06	1.522411e+05	
3.600000e-01	3.951457e+09	2.832099e+08	1.975728e+00	1.550762e+01	4.247816e+00	2.150000e+00	2.499729e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.255530e-04	1.188908e-03	3.948322e-05	4.961173e+05	4.697918e+06	1.560162e+05	
3.650000e-01	4.000151e+09	2.906191e+08	2.000075e+00	1.554515e+01	4.300162e+00	2.150000e+00	2.506905e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.273051e-04	1.203055e-03	3.995462e-05	5.092395e+05	4.812401e+06	1.598245e+05	
3.700000e-01	4.048687e+09	2.981125e+08	2.024344e+00	1.558253e+01	4.352339e+00	2.150000e+00	2.513983e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.290569e-04	1.217150e-03	4.042436e-05	5.225110e+05	4.927861e+06	1.636656e+05	
3.750000e-01	4.097066e+09	3.056896e+08	2.048533e+00	1.561975e+01	4.404346e+00	2.150000e+00	2.520966e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.308084e-04	1.231194e-03	4.089243e-05	5.359306e+05	5.044285e+06	1.675390e+05	
3.800000e-01	4.145288e+09	3.133501e+08	2.072644e+00	1.565683e+01	4.456185e+00	2.150000e+00	2.527857e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.325595e-04	1.245188e-03	4.135884e-05	5.494973e+05	5.161662e+06	1.714443e+05	
3.850000e-01	4.193354e+09	3.210937e+08	2.096677e+00	1.569375e+01	4.507856e+00	2.150000e+00	2.534658e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.343101e-04	1.259130e-03	4.182359e-05	5.632099e+05	5.279977e+06	1.753811e+05	
3.900000e-01	4.241264e+09	3.289199e+08	2.120632e+00	1.573052e+01	4.559359e+00	2.150000e+00	2.541372e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.360603e-04	1.273021e-03	4.228671e-05	5.770675e+05	5.399220e+06	1.793491e+05	
3.950000e-01	4.289018e+09	3.368284e+08	2.144509e+00	1.576715e+01	4.610695e+00	2.150000e+00	2.548000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.378098e-04	1.286863e-03	4.274818e-05	5.910688e+05	5.519377e+06	1.833477e+05	
4.000000e-01	4.336618e+09	3.448188e+08	2.168309e+00	1.580362e+01	4.661864e+00	2.150000e+00	2.554545e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.395587e-04	1.300654e-03	4.320803e-05	6.052129e+05	5.640437e+06	1.873767e+05	
4.050000e-01	4.384062e+09	3.528909e+08	2.192031e+00	1.583995e+01	4.712867e+00	2.150000e+00	2.561009e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.413070e-04	1.314395e-03	4.366624e-05	6.194986e+05	5.762388e+06	1.914355e+05	
4.100000e-01	4.431353e+09	3.610441e+08	2.215676e+00	1.587613e+01	4.763704e+00	2.150000e+00	2.567394e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.430545e-04	1.328086e-03	4.412284e-05	6.339249e+05	5.885217e+06	1.955239e+05	
4.150000e-01	4.478490e+09	3.692782e+08	2.239245e+00	1.591216e+01	4.814377e+00	2.150000e+00	2.573702e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.448012e-04	1.341727e-03	4.457783e-05	6.484906e+05	6.008912e+06	1.996413e+05	
4.200000e-01	4.525474e+09	3.775929e+08	2.262737e+00	1.594804e+01	4.864884e+00	2.150000e+00	2.579935e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.465470e-04	1.355319e-03	4.503120e-05	6.631947e+05	6.133463e+06	2.037875e+05	
4.250000e-01	4.572304e+09	3.859877e+08	2.286152e+00	1.598378e+01	4.915227e+00	2.150000e+00	2.586095e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.482920e-04	1.368863e-03	4.548298e-05	6.780361e+05	6.258856e+06	2.079620e+05	
4.300000e-01	4.618983e+09	3.944624e+08	2.309491e+00	1.601938e+01	4.965407e+00	2.150000e+00	2.592183e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.500360e-04	1.382357e-03	4.593316e-05	6.930136e+05	6.385082e+06	2.121645e+05	
4.350000e-01	4.665509e+09	4.030165e+08	2.332755e+00	1.605483e+01	5.015423e+00	2.150000e+00	2.598201e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.517790e-04	1.395802e-03	4.638175e-05	7.081263e+05	6.512127e+06	2.163945e+05	
4.400000e-01	4.711885e+09	4.116498e+08	2.355942e+00	1.609013e+01	5.065276e+00	2.150000e+00	2.604151e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.535209e-04	1.409199e-03	4.682877e-05	7.233729e+05	6.639982e+06	2.206517e+05	
4.450000e-01	4.758109e+09	4.203619e+08	2.379054e+00	1.612530e+01	5.114967e+00	2.150000e+00	2.610034e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.552618e-04	1.422547e-03	4.727420e-05	7.387525e+05	6.768634e+06	2.249358e+05	
4.500000e-01	4.804182e+09	4.291525e+08	2.402091e+00	1.616032e+01	5.164496e+00	2.150000e+00	2.615853e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.570015e-04	1.435848e-03	4.771807e-05	7.542639e+05	6.898073e+06	2.292463e+05	
4.550000e-01	4.850105e+09	4.380212e+08	2.425053e+00	1.619520e+01	5.213863e+00	2.150000e+00	2.621607e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.587401e-04	1.449100e-03	4.816037e-05	7.699060e+05	7.028287e+06	2.335828e+05	
4.600000e-01	4.895878e+09	4.469677e+08	2.447939e+00	1.622993e+01	5.263069e+00	2.150000e+00	2.627300e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.604774e-04	1.462305e-03	4.860111e-05	7.856777e+05	7.159266e+06	2.379451e+05	
4.650000e-01	4.941502e+09	4.559916e+08	2.470751e+00	1.626453e+01	5.312115e+00	2.150000e+00	2.632931e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.622134e-04	1.475462e-03	4.904030e-05	8.015780e+05	7.290998e+06	2.423328e+05	
4.700000e-01	4.986978e+09	4.650927e+08	2.493489e+00	1.629899e+01	5.361001e+00	2.150000e+00	2.638503e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.639482e-04	1.488572e-03	4.947795e-05	8.176058e+05	7.423473e+06	2.467454e+05	
